seq_6941_11,seq_2585_2,seq_10967_12,seq_12715_30,seq_14254_27,seq_18821_9,seq_5478_50,seq_10663_42,seq_3204_2,seq_6918_183,seq_21526_88,seq_18859_7,seq_10562_42,seq_15640_54,seq_11105_171,seq_19496_1,seq_3434_34,seq_14337_1,seq_12387_7,seq_5661_15,seq_4982_54,seq_24707_6,seq_18382_109,seq_21153_5,seq_14023_84,seq_19347_37,seq_20161_41,seq_6342_10,seq_23371_5,seq_4542_24,seq_21961_14,seq_21477_105,seq_12549_33,seq_12684_5,seq_5701_81,seq_16892_23,seq_5009_11,seq_5601_2,seq_25452_16,seq_9366_54,seq_25501_128,seq_17761_2,seq_4131_72,seq_20187_10,seq_6334_9,seq_16074_12,seq_6225_3,seq_7215_18,seq_5011_11,seq_4891_50
1359.6,4943.4,1515.0,329.0,2509.5,22411.4,145.6,375.2,12556.2,1340.5,804.2,159.6,457.0,3194.7,16998.8,1317.6,2709.6,1076.7,581.9,807.1,6150.8,268.7,994.3,4159.5,2088.8,359.7,36193.0,608.6,18790.7,20149.0,527.3,1380.3,3159.9,3551.6,7253.2,2067.8,709.6,33525.7,262.7,1132.3,1454.9,1808.7,9684.7,4514.3,993.7,1020.9,3209.0,3148.4,3829.6,2647.8
1341.5,5623.6,1638.3,241.9,1780.6,8886.9,207.2,253.4,14207.2,1474.3,977.1,150.6,668.3,3507.9,42476.0,1243.7,5781.4,1042.5,568.9,1098.2,15070.1,378.4,1256.2,13654.5,1686.7,237.3,32970.0,1110.4,16203.5,14734.4,1079.6,1210.0,2666.6,4211.4,5288.6,1566.1,695.9,32354.0,215.5,1107.2,1296.5,2433.2,21562.1,2688.2,757.0,1241.2,4753.2,2297.5,3637.6,1556.7
2958.0,4826.8,2245.6,469.9,1961.4,16052.9,139.9,343.4,10570.7,2652.7,1289.1,180.2,399.5,2409.6,54272.2,1495.9,6706.7,1748.0,464.7,466.7,7683.7,393.9,1190.5,11012.6,2186.4,327.4,23276.3,1139.0,13667.5,17224.9,636.4,1481.9,2785.1,3848.0,5562.4,2566.0,727.7,32653.0,240.0,809.6,1340.9,1722.8,27811.7,3059.6,1097.3,1291.7,3820.9,1838.1,2959.3,4162.2
1158.9,6470.3,2114.8,347.5,1603.9,4601.3,180.9,392.2,2232.9,1175.9,636.0,201.3,335.1,2765.0,17775.8,1222.7,5137.5,1032.0,429.5,672.7,6679.0,260.1,1245.6,7127.9,1585.8,331.7,40117.8,1059.1,8325.4,24011.4,639.9,911.0,2479.5,3375.0,7370.4,2444.7,618.3,33713.4,229.1,971.7,2039.5,2160.1,20380.5,3777.2,920.6,1399.9,2540.0,4149.9,1273.5,1137.4
1441.7,9380.1,2415.0,2560.7,1851.7,15518.6,117.6,311.1,15701.5,1231.1,624.8,205.6,609.2,6162.7,10065.7,1354.4,2661.0,936.6,434.7,1529.6,8344.7,250.0,1069.3,1715.2,2443.3,259.3,47022.3,531.6,41284.2,20944.4,697.6,1317.2,3202.2,3466.4,8790.1,1346.0,755.3,35395.2,272.9,1469.7,1885.2,2255.9,7670.3,2991.4,1033.1,1188.0,3686.9,3106.2,3684.8,865.7
1938.2,2917.7,1165.3,9120.4,3364.7,41349.6,156.1,379.6,9652.7,601.0,1092.6,190.2,1442.1,2996.6,1186.9,1011.6,14827.8,1721.8,452.2,630.8,12126.4,281.4,776.4,4213.3,3891.4,355.9,32252.3,2018.3,24181.0,24037.8,1137.5,1541.3,1942.1,5865.7,5305.9,1145.8,961.8,31162.1,226.5,945.2,5806.4,1904.6,61274.1,1142.1,892.0,3703.2,2994.2,3311.0,1416.2,499.1
1748.7,4519.7,1323.3,14806.9,2807.4,48251.2,220.2,351.5,6039.0,992.6,1179.3,339.3,563.9,2241.2,6018.9,1184.4,4829.2,1037.5,479.0,1197.7,8312.4,281.4,1311.6,4519.5,4525.8,329.1,31819.8,681.0,37981.4,16714.4,669.6,1313.4,4845.4,4019.0,8050.7,721.0,801.2,32011.1,238.8,1381.5,1945.2,1968.2,15787.5,4796.4,577.6,1130.9,3625.1,4765.2,2055.4,966.6
1438.6,2899.0,1310.6,3230.3,1818.9,22191.9,165.6,268.4,10613.2,1043.8,968.7,169.6,573.4,2571.6,52566.2,1251.8,10028.6,1078.6,548.9,1159.4,14587.8,1300.0,892.4,31860.3,2427.5,266.1,30013.2,1092.3,22118.5,18604.0,1665.7,1041.7,2426.2,2884.6,6890.7,2400.9,1104.1,23525.0,234.7,1169.6,4770.7,2178.3,39198.7,2141.6,817.0,2164.7,3141.0,1924.3,3129.2,2202.9
2141.4,4472.0,1949.8,215.5,2235.3,10247.3,217.9,313.6,6431.4,947.9,618.4,159.2,476.2,2119.6,60277.5,1674.0,6059.1,1098.0,505.0,562.4,4187.1,446.7,1342.6,14280.4,1071.1,323.4,31975.0,1034.3,8222.9,16867.8,578.2,1000.3,2821.5,3570.7,7517.4,2798.0,751.5,33367.4,247.3,802.6,1519.0,1766.3,27604.5,2767.7,1014.2,1575.1,3595.2,4672.1,1914.3,451.6
1421.0,3552.8,1736.7,164.9,2272.9,7590.0,600.9,256.1,7527.5,1099.1,727.5,2921.2,558.3,1362.0,31498.8,1389.9,6875.5,1017.0,496.1,869.5,4681.1,360.3,1241.1,15506.5,1501.4,250.7,30994.5,1204.6,16515.6,18388.3,667.4,1123.9,3388.6,3992.8,6124.3,1516.4,679.9,32095.4,188.9,1069.2,1360.3,1883.9,31148.4,3896.2,1106.7,1571.2,4003.6,3385.6,2061.4,1367.8
1475.1,7683.3,2192.2,6719.4,2284.9,16504.0,146.8,284.3,7746.7,898.5,566.7,144.5,506.4,1982.1,60814.0,1704.2,5168.4,1200.0,387.4,769.6,5901.6,513.9,1100.9,27259.0,2023.3,284.0,29489.4,829.3,20902.4,18629.5,1795.3,1186.5,1747.0,3507.7,4595.3,1490.8,903.4,32546.0,194.7,1069.1,1878.6,2170.8,18825.0,1710.8,814.2,2407.7,3565.9,3208.1,2509.7,1638.6
1616.8,6011.2,1925.9,556.1,2055.3,24214.6,114.0,419.3,8214.9,2458.3,678.9,196.9,604.8,3182.7,5310.9,1338.6,201874.0,1256.7,466.0,977.3,10007.3,251.3,725.7,5296.5,2521.5,297.7,31614.5,2279.2,29879.1,17645.9,645.8,1090.7,2885.2,3103.2,4960.2,2223.2,779.5,34382.8,217.5,1507.5,1490.2,1614.1,305270.8,3185.0,799.1,1545.1,4691.9,8338.3,2177.0,7178.7
2404.1,4997.5,1879.9,261.8,1811.0,19214.0,179.0,353.5,12054.3,1040.2,1551.3,171.0,976.9,3518.3,8374.7,1334.6,5030.6,1653.6,423.9,1180.0,14710.5,284.2,832.4,2303.2,1693.9,302.9,30823.3,978.1,15287.7,19782.8,567.2,1393.9,2821.4,3498.9,5744.8,1472.1,709.0,30471.6,212.8,1279.5,1305.5,2514.4,18769.2,3015.4,927.5,1496.4,5130.1,2807.1,1921.9,999.5
1316.9,4922.9,1837.6,480.5,2121.3,26516.8,151.4,323.3,4227.2,942.0,1318.1,167.6,365.3,3173.2,37466.1,1385.7,6452.1,1154.0,437.7,595.4,10034.3,451.0,1149.1,13483.1,1513.1,311.4,44626.0,1015.8,11656.8,16401.7,572.8,1286.4,3360.5,3056.1,6742.1,2025.9,699.5,30760.3,301.5,895.1,1668.7,1944.4,25717.5,3431.1,663.3,1227.0,3766.1,6046.2,1965.3,1195.1
1902.7,4763.6,1473.6,4000.6,1608.5,15022.0,139.9,322.2,11669.6,2083.9,961.3,162.5,490.8,3716.8,25564.2,1139.7,33836.3,986.0,486.4,921.8,8410.0,447.0,781.1,12339.0,2548.0,309.2,43435.2,5894.4,36188.7,18947.8,1389.0,1103.3,2544.2,2688.5,6695.2,1576.2,583.4,32383.2,258.0,1163.9,1426.0,2106.1,125525.7,4222.3,837.0,1187.8,3679.9,3782.8,1793.9,4555.3
892.4,6475.6,2256.3,202.3,1703.4,12177.9,193.9,270.7,12798.7,1543.7,773.7,164.3,507.8,2350.7,28700.3,1179.8,40756.9,1094.4,485.2,957.5,5441.5,331.7,1068.4,12065.3,3980.9,246.1,31136.3,5409.0,17229.2,15071.6,1002.0,1026.7,3456.0,3549.3,8061.2,1723.1,619.0,36350.6,174.3,1091.1,1132.1,1938.5,146710.8,5191.6,958.2,1192.6,3740.1,2502.4,3523.8,3882.0
1950.7,4812.8,1778.3,398.3,2266.0,13722.1,195.7,388.3,4145.0,914.1,697.8,173.6,317.0,3301.2,32917.4,1515.5,8579.2,1227.2,502.8,653.9,7653.2,402.6,1258.1,7834.8,1244.6,352.5,32217.1,1548.3,11864.8,16896.8,680.8,1060.0,3034.8,3303.8,6637.8,3639.9,727.2,36413.0,244.5,911.5,1284.4,2090.3,34167.8,4172.5,1281.7,1239.1,3542.7,1923.8,1921.3,951.0
2064.1,6429.9,2206.9,798.4,1494.5,10799.9,175.1,326.7,4093.7,883.3,884.7,133.9,278.8,2699.8,55182.9,1603.6,18348.6,1226.7,402.7,521.8,11284.8,364.1,1068.8,14190.0,1568.9,335.7,41391.7,2176.5,21516.2,15834.1,1055.0,892.5,2622.4,2730.5,6897.3,1771.2,1387.3,31419.3,220.8,975.2,1263.4,1888.8,78394.6,3454.5,833.7,1226.1,4010.6,4687.8,1833.3,1469.6
2090.7,5285.3,1744.0,7155.3,2549.6,33739.4,129.4,322.0,9884.1,1429.1,895.3,168.0,757.9,2105.5,18655.1,1078.8,7135.3,920.4,1225.9,1036.2,6640.5,280.6,979.4,7486.0,3379.4,306.9,31202.6,1061.0,28880.6,18286.6,1024.3,1197.9,4082.7,3531.4,6922.9,1834.8,781.6,31623.4,212.8,1045.4,2486.1,1992.6,26751.2,3808.3,969.1,1608.5,3365.8,3685.2,4878.0,4229.4
1710.6,8001.1,2265.5,369.5,2606.4,10927.3,154.1,334.2,3923.9,820.1,3245.0,163.4,449.2,4375.6,40526.0,1626.1,4386.5,1617.6,487.2,496.7,19538.0,459.6,1240.1,8001.8,1881.4,341.6,40903.3,956.3,7764.6,15567.8,591.1,1295.8,3590.1,3686.4,6600.2,2783.7,956.9,35872.1,257.1,896.4,1665.8,2124.3,15068.7,4077.3,737.8,1329.3,4441.9,1537.9,1594.1,1394.3
1236.6,5662.5,1795.7,1220.3,1861.1,8931.5,211.6,317.4,12901.0,943.6,484.7,153.0,439.9,2348.7,32574.0,1347.8,4429.9,914.9,926.0,1184.7,4404.3,401.7,1000.7,8435.1,2917.7,289.1,41590.1,818.0,29608.3,20795.2,722.6,916.5,2510.7,3582.0,6512.3,1326.2,641.2,31352.3,218.3,996.0,1197.5,1897.9,16786.8,4663.3,949.7,1328.4,3100.1,3203.2,3723.4,2005.1
2326.7,3399.8,1513.2,2710.6,2004.0,20070.4,256.4,342.6,7039.4,1307.9,1925.6,175.2,550.0,2083.1,19490.8,1584.5,4176.4,1356.3,541.3,843.2,7890.5,677.6,889.2,9390.5,2481.4,343.5,31437.2,770.9,26157.6,17761.6,598.7,1337.4,3078.9,3097.4,6743.8,1374.1,659.8,34443.8,220.7,1106.3,2057.3,1824.6,16282.5,2672.7,895.4,1184.8,3339.8,1965.7,3602.5,4290.7
1632.8,5519.4,1876.0,140.2,1714.2,10185.3,476.0,273.3,10864.9,1641.1,1125.6,144.4,719.2,2218.0,42093.4,1148.8,5873.8,1128.9,624.9,976.1,4121.8,375.1,1095.4,13905.9,1858.2,239.6,30913.8,983.6,16296.9,18798.9,680.0,1210.6,2977.3,3104.1,7164.2,1331.4,639.5,30456.8,258.3,1136.0,2566.9,2182.7,23572.6,2689.1,783.2,1296.7,4048.2,1701.0,2649.7,1104.7
1412.2,3101.9,1299.8,316.5,1763.8,5308.6,203.1,403.7,1571.8,1301.0,740.5,160.8,479.4,3400.8,42053.7,1225.2,5958.4,1442.4,636.5,818.5,8875.5,2670.3,1340.3,31493.6,1702.1,319.8,39499.4,1032.1,5030.8,20946.0,972.9,1169.8,2498.2,3370.6,5496.5,2041.7,751.6,31466.4,270.1,956.0,1533.5,2490.6,24286.8,2452.8,1464.6,1507.2,2517.1,1543.9,1098.0,1825.3
1525.7,3667.2,1644.1,265.8,2402.3,12693.2,438.4,353.3,6882.3,905.0,8819.9,193.2,688.9,1411.4,40986.6,1333.3,1265.7,1269.2,546.5,771.5,6014.7,423.6,1425.8,19509.4,1686.6,225.6,27517.1,310.3,20977.1,15417.2,767.5,1213.5,3254.8,4075.9,6564.8,1533.7,780.9,31087.3,192.7,1047.2,3833.0,2357.7,2601.9,3276.8,823.2,1323.8,3497.9,2206.9,3582.1,1658.4
1082.3,7094.3,2316.2,301.3,1311.0,7739.4,4304.4,513.0,7931.5,746.6,1128.9,193.7,431.4,4539.5,32232.5,1264.2,3823.2,830.7,573.3,894.9,13725.6,975.8,1009.8,13098.4,2147.3,227.7,50030.1,595.6,11720.9,17362.4,621.3,1137.6,2046.9,2929.2,5212.9,2061.5,585.7,21856.5,208.9,1824.9,1477.6,2319.1,11825.5,2988.1,798.2,1239.9,2409.3,19116.9,4917.5,913.4
1082.1,3148.8,1557.3,150.4,1218.5,6833.0,190.7,324.5,13064.0,920.1,776.6,148.8,555.1,2338.0,66581.2,1440.1,3226.7,804.7,526.4,1125.7,9300.2,292.9,988.6,24964.4,2196.4,217.9,25886.2,598.0,22488.1,15984.5,1096.5,1208.0,2185.8,3304.2,5365.7,1510.6,696.2,38009.2,244.0,1307.7,1396.7,2688.6,10371.4,1731.5,885.0,1711.5,3542.4,1927.5,7900.0,1578.6
1134.2,6488.2,2057.5,329.4,1782.5,4354.6,423.0,308.1,5143.3,920.9,901.8,154.9,516.4,2091.0,105775.0,1626.9,6483.2,934.3,423.7,429.2,8705.8,246.9,1560.4,31993.8,1367.5,315.6,35668.4,879.9,15440.2,14693.0,652.2,975.9,2709.6,3791.5,7569.9,2752.8,667.7,34390.9,275.7,825.6,1866.6,2439.1,27678.0,2997.1,767.7,1339.3,4154.6,3250.1,3251.1,1493.9
971.5,5477.5,1833.4,387.2,2100.2,4971.4,185.9,306.4,3091.9,988.0,1207.8,163.8,310.5,5005.9,144805.7,1209.6,8776.1,871.5,526.2,482.1,6415.1,1579.4,1467.9,56816.7,1585.6,251.1,39230.5,1216.6,10448.9,18907.3,1725.8,1005.3,2070.8,4234.1,7956.3,3395.2,1451.0,45285.4,257.7,908.0,1334.5,2384.0,38857.5,3936.1,791.3,2349.1,3415.7,1688.6,1837.2,1641.6
1136.3,3452.2,1689.8,1178.8,1501.2,5494.2,286.1,281.0,7571.5,1078.1,493.4,155.4,3213.9,2632.3,25834.4,1344.9,1531.7,854.9,1759.1,832.7,8703.7,369.4,1207.1,10873.4,2238.3,221.5,48526.5,506.9,37395.8,22315.2,618.3,8972.6,3300.7,3786.4,7084.0,1304.5,623.4,30970.2,221.2,1062.7,1738.0,2223.3,3304.5,4153.3,875.0,1220.0,3168.7,4711.7,4217.7,1325.1
1156.0,4759.9,2246.7,381.0,1660.6,21670.5,177.8,314.6,8298.3,881.1,702.3,128.4,460.9,2410.0,19564.0,1744.1,3080.1,744.0,374.3,945.3,5943.2,269.5,871.6,2824.9,2046.3,276.2,47067.2,428.6,17357.2,25903.2,538.0,1849.3,2378.2,2072.2,6614.6,1464.1,905.4,21790.9,181.6,1488.4,1384.3,1698.4,8658.0,2926.0,948.5,943.2,4067.7,5941.3,5649.2,1162.6
1331.1,5424.5,1991.1,3498.4,2881.9,13927.0,214.5,322.4,6429.6,1714.7,1358.6,167.6,614.5,1875.7,10404.2,1292.5,6621.5,1039.7,590.6,750.6,5455.0,514.6,970.0,3833.9,2528.7,369.8,31018.1,1186.8,30368.9,17244.5,681.2,945.3,3585.2,3393.6,6259.1,2522.1,707.2,26475.2,217.2,1286.7,1604.3,1726.2,26915.1,4374.6,1168.2,1319.7,4540.4,2527.5,1827.9,2263.4
4132.1,4362.0,1817.3,796.2,1931.9,12971.5,136.0,279.7,10654.4,2005.0,1579.1,177.0,651.1,5031.2,18113.8,1151.8,4459.4,2948.2,718.8,1130.5,7222.9,388.7,805.6,4496.8,1987.2,323.8,18960.4,1054.9,19342.8,25654.5,701.3,1532.8,2116.5,3698.8,3973.8,2021.0,682.6,27759.5,198.3,1249.1,1859.9,1681.5,17803.9,2209.4,1387.8,1494.0,3041.6,2587.7,2232.7,3946.3
1171.0,9690.1,2770.1,342.2,2460.6,14375.0,194.3,284.1,2463.1,1459.3,543.1,157.5,520.3,2645.0,26146.8,1404.1,9889.9,871.3,576.2,694.5,5958.0,635.8,1331.5,20852.0,1645.3,279.2,40685.0,1374.4,11591.8,16746.6,834.3,911.3,4282.8,2980.2,7164.7,1821.0,699.8,35169.9,218.8,946.6,2588.4,1833.5,39802.0,4254.0,791.9,1285.6,3509.8,4506.1,2447.6,1234.2
1183.4,3678.4,1324.5,3838.8,2688.5,15234.3,672.6,364.8,7764.4,784.4,1215.2,185.4,606.3,2368.3,83339.6,1177.8,5429.5,1302.1,565.5,508.4,6046.8,508.1,1394.9,41531.7,2413.1,334.3,36223.0,681.6,33452.6,17114.0,1590.1,1123.0,3885.6,4086.6,8106.6,2496.8,1150.8,30492.2,230.8,744.3,3943.0,2119.6,19869.6,4258.4,819.8,3687.4,2461.3,7882.7,2680.5,1810.7
1700.1,4595.3,1562.4,150.1,1667.1,8197.3,252.5,255.5,9830.4,937.3,1871.5,133.0,550.7,2763.9,42945.4,1229.1,4367.7,987.6,447.7,898.9,7612.0,279.4,1042.1,13037.6,1788.6,254.7,45456.6,888.6,20049.9,16207.1,586.4,1508.8,2917.7,2966.0,7461.9,1274.4,757.5,33962.1,194.0,1209.8,1314.8,1970.1,16445.6,3853.4,781.8,1175.6,3598.4,3042.1,3119.7,1248.8
1108.2,5425.3,2188.1,381.2,1898.2,11594.4,194.5,288.3,1991.5,1665.6,467.9,132.8,366.9,2962.3,35995.9,1724.1,26830.2,944.5,525.7,775.2,6870.6,1175.4,951.9,35015.9,1861.8,258.0,33234.3,3097.3,8339.9,15267.4,986.1,964.6,2267.8,2541.9,5776.5,1485.8,661.2,30974.1,1703.6,1027.1,1366.4,2290.1,97887.7,2548.8,1229.8,1781.1,3296.4,5642.1,1657.2,1966.6
2247.1,3499.3,1517.7,335.4,2150.9,8320.3,530.7,265.8,10110.8,1078.3,762.4,179.1,522.0,2226.7,31386.8,1089.7,4955.8,934.2,560.4,715.5,6213.5,286.3,1244.2,7324.7,1902.3,270.8,38929.8,962.1,20897.4,19452.2,538.7,1462.8,3549.2,3554.5,7035.8,1544.6,688.8,34856.6,280.3,1080.2,1923.2,1937.8,16973.7,4197.6,818.7,1250.2,3200.2,4327.7,2331.8,1649.5
1814.3,5694.5,1879.9,173.3,2000.0,15125.0,154.8,263.4,9122.5,1261.5,663.0,589.9,453.6,2299.8,41910.1,1351.6,5759.7,924.3,497.3,988.7,4075.1,382.5,883.4,21788.6,1803.3,273.5,39194.7,1058.4,8281.4,16502.2,696.3,1042.1,3360.7,2796.5,6668.9,1140.5,1283.7,30886.4,275.4,999.9,1202.3,2124.7,23477.6,3635.9,925.7,1290.5,3498.4,5030.8,2728.3,953.9
1481.0,3449.3,1460.6,290.7,1695.5,4398.5,187.8,246.2,6746.4,883.0,556.6,150.4,488.6,1950.1,52724.8,1274.2,4528.8,983.1,546.8,897.4,12377.6,348.5,1090.2,18019.7,2956.0,234.9,31891.5,625.3,9839.9,16665.9,684.9,982.4,2811.2,3098.7,7995.5,1672.8,666.8,31763.5,214.5,1177.1,2143.7,2535.8,16157.7,2360.1,819.3,1299.2,3347.0,3252.5,2403.5,1660.2
1539.6,8254.0,2417.9,205.6,1394.0,3763.4,200.5,263.1,6902.4,1201.1,723.8,139.1,424.0,2303.4,42192.9,1169.6,3746.5,917.2,484.5,920.1,5665.9,317.2,1012.3,16651.5,1794.3,269.5,41141.4,852.9,28301.1,20988.4,832.8,1022.4,2953.9,3252.6,7240.6,1661.3,835.1,33802.8,200.3,973.5,1328.0,2247.4,14259.8,3736.9,1048.5,1275.6,2985.8,3949.6,7951.2,1365.0
1134.7,3432.8,1288.5,325.9,1639.2,4338.9,249.3,282.1,7918.4,1034.2,458.9,139.3,393.2,2159.5,36800.2,2029.5,2378.2,658.7,470.9,833.4,3281.8,548.5,973.0,14955.9,1490.0,293.0,38133.8,546.6,20357.6,15807.1,546.2,1019.5,3888.1,3448.9,8190.0,2212.2,589.7,39827.1,189.9,1404.6,1440.1,2728.2,7150.0,6747.1,843.9,1081.2,3803.3,4207.4,3583.1,1426.0
1394.2,7169.3,2487.1,207.9,2041.3,20863.7,119.9,320.8,4361.1,866.9,629.5,159.9,414.4,2991.3,52527.9,1515.9,5139.2,883.2,681.8,583.3,8495.3,536.2,943.1,15899.1,2087.5,302.0,42100.0,826.7,7798.0,19658.0,608.8,1042.6,2701.3,2931.6,5135.9,1681.2,798.2,26819.4,264.6,804.9,1537.4,1977.4,20149.2,2810.7,1077.0,1174.8,3217.8,6180.5,12077.5,2081.3
1601.9,3124.7,1463.2,384.2,1909.7,4751.9,173.7,391.3,4462.1,931.4,835.2,151.5,294.2,3522.7,72010.1,1615.8,7543.3,1021.2,709.5,424.7,4477.9,586.8,1111.1,47450.3,1305.2,351.3,36866.3,965.6,9272.7,13862.8,565.8,1019.2,3243.9,3245.3,7499.9,2825.1,641.7,34525.6,246.4,820.7,1928.5,2012.6,28313.0,3229.9,1213.2,1431.8,4188.4,3278.3,2235.7,1534.4
1795.1,5165.3,1861.7,425.7,2140.8,5829.6,241.8,317.5,2412.6,1358.2,497.2,131.9,472.3,2436.6,32206.7,1708.5,7021.1,939.2,455.5,655.3,7956.7,754.1,1161.4,24821.9,1972.3,291.9,39661.7,1193.6,7534.6,19123.2,786.1,1072.1,3201.8,3528.4,6759.5,2493.6,835.4,31487.6,220.1,1023.5,1746.8,1971.6,29332.1,3790.5,878.3,1401.5,3562.8,3486.4,1176.3,1950.9
2163.2,4889.4,2288.0,2864.5,1873.4,21325.5,695.6,287.1,9545.7,955.0,1452.0,289.7,783.6,2254.2,6814.7,1467.5,3399.6,1257.8,526.2,915.6,5716.2,303.7,1093.9,1829.1,2516.2,248.8,32472.2,652.5,29318.0,19706.3,529.4,1117.2,2833.2,4330.3,6004.5,1061.5,1033.6,26151.3,212.7,1183.1,1987.6,1550.9,12678.7,3606.0,1728.7,2146.9,3823.8,2488.6,5371.2,1061.1
2295.9,4799.2,1891.6,310.6,2058.8,23890.5,362.8,306.1,10181.1,1710.2,553.6,200.2,552.7,4375.5,9045.3,1388.2,7241.0,1072.7,511.5,1133.8,6881.8,286.4,787.9,1524.5,2469.5,279.6,38701.9,1208.5,16912.7,22665.1,664.0,1191.9,3774.0,3097.9,6042.2,2041.0,661.1,35922.2,228.3,1204.4,1271.3,1790.7,27185.4,3613.9,948.3,1414.8,4013.3,7790.1,3196.7,3376.5
1817.9,6093.6,2057.8,1071.1,2079.5,10467.9,152.7,265.8,9861.6,1950.6,769.0,177.4,736.4,2695.7,49544.8,1374.8,6668.8,1181.4,547.5,822.6,5208.3,383.8,945.4,19494.7,2094.7,259.8,30791.3,1196.9,17388.9,18312.0,1080.0,1090.5,2157.8,3267.8,7418.9,1745.3,692.9,37931.7,190.9,1084.8,1960.0,2219.5,25449.0,2774.3,907.1,1659.4,3135.0,2228.2,4924.1,3035.3
1554.1,3181.1,1532.8,190.3,1851.4,12127.7,181.2,275.9,8275.7,1008.3,1901.3,147.3,743.3,1909.0,42445.2,1279.6,5258.9,982.3,511.4,1026.3,6136.2,591.0,1006.3,26334.9,1732.4,218.3,31213.4,1034.7,19143.6,17853.1,687.8,1160.0,2242.0,3309.9,5102.5,1239.5,593.6,28576.1,198.5,1361.3,1412.9,1875.3,22951.8,3087.3,903.0,1277.8,3373.2,5470.5,2844.6,1457.1
1993.4,5750.5,2319.1,307.3,1711.6,8081.8,179.1,344.8,2002.9,1377.2,767.3,152.3,413.8,2996.6,21657.4,1505.6,6130.7,1294.2,560.2,781.5,7412.7,440.5,982.5,13807.9,1800.8,321.7,30613.5,955.6,21325.5,20192.5,724.3,1163.3,2147.0,3284.9,5501.0,2456.7,890.1,32456.8,267.9,1168.3,1504.4,1782.5,25757.8,2569.1,851.2,1200.9,3622.3,6802.5,1356.0,4566.2
1712.7,3800.5,1392.2,372.5,1925.1,11014.2,354.2,262.6,10288.2,1818.6,793.8,170.7,584.4,3921.4,40480.0,1077.0,30003.4,1484.7,643.8,1029.1,12119.2,390.1,987.1,18202.4,1652.5,258.6,22630.8,5300.7,19344.2,18427.2,1437.2,1307.8,2313.4,3048.6,5168.3,1183.9,807.7,33801.7,175.1,1228.4,1370.0,2052.0,119199.4,1696.9,943.5,1574.9,2989.4,3663.4,4335.3,1569.5
2436.8,4003.8,1491.9,223.5,1581.8,1944.5,228.3,479.7,7462.1,1413.8,499.5,136.6,430.0,1977.0,51140.0,1339.2,5607.4,1048.3,446.1,795.1,6905.3,363.2,1188.1,18923.9,1804.5,250.6,36189.0,1117.3,9342.8,17000.5,667.0,1081.2,2392.2,3746.0,6200.3,1441.2,691.8,34066.1,191.1,1117.1,1223.0,1907.6,24872.3,4072.4,1247.9,1185.6,3528.5,6963.6,1250.4,1070.6
2092.6,4072.0,1614.9,289.6,2144.5,14962.1,248.1,271.7,8808.2,754.3,811.3,161.5,566.9,2494.7,31871.4,1115.7,5429.1,1142.4,518.5,1205.2,14566.8,308.9,1276.7,6474.3,2089.1,237.7,19304.8,967.5,17186.4,17943.2,720.4,1056.0,1396.6,3314.5,6230.4,1617.1,1015.3,29639.1,182.0,1282.1,1438.0,2047.2,20997.2,1796.3,838.7,2242.2,3312.8,2235.6,3862.2,506.6
1771.3,5509.2,1674.7,6919.2,2807.0,36255.1,158.0,501.6,10531.4,1305.6,994.2,165.3,1164.1,1435.2,20902.2,1162.9,10615.0,1787.7,601.0,851.4,3970.1,479.7,1065.0,15831.9,3848.5,287.3,19152.0,1218.1,30102.1,16943.6,2042.7,1260.0,1973.9,4154.4,5821.5,3696.9,1035.9,24557.5,226.1,1039.1,3854.3,1762.5,45522.7,2246.7,809.5,3294.2,3529.8,1487.1,1907.6,1508.2
1780.6,4739.7,1703.9,2126.8,2485.9,17488.5,209.7,346.2,13426.7,2496.1,916.1,206.3,760.7,2766.5,17449.8,1550.6,3553.7,1401.9,684.4,900.2,5837.9,325.3,1051.7,4409.5,1765.2,334.2,28166.5,715.1,22427.0,18159.9,697.1,1812.0,3315.4,3716.5,5740.9,1080.6,737.0,31321.7,208.7,1118.0,1685.7,1741.6,12486.1,2978.7,959.1,1518.9,4441.0,2130.3,4252.2,3419.8
1738.1,4274.8,1686.0,448.5,1799.0,16868.9,129.1,274.8,5937.4,2141.9,1351.7,171.8,425.2,2696.8,12024.8,1419.4,7712.5,1099.0,564.2,1413.8,7155.3,263.4,919.7,1814.6,1983.8,298.3,30635.1,1067.0,19464.3,21697.7,827.7,998.2,1989.8,2387.8,6436.6,1683.9,670.0,30572.0,205.2,1212.3,1334.6,3175.8,34178.8,2454.3,1256.2,1484.8,3009.4,7017.6,1957.8,1954.8
3789.7,4466.0,2075.1,334.3,2622.7,3773.3,314.9,286.7,9657.8,868.3,787.7,148.9,325.6,2947.4,66026.8,1365.1,7616.5,936.8,539.5,408.3,4300.9,361.3,1263.7,12605.3,1577.1,345.1,42807.1,1448.9,19901.8,20237.7,682.7,1067.3,3973.1,4393.1,8414.1,2573.8,754.7,34721.8,202.9,798.3,1617.2,1878.4,33964.5,5964.9,976.5,1401.5,3588.3,6107.3,2656.2,1982.8
